Navn,Dato,Til tidspunkt,Felt,Trafikkmengde,< 5.6m,>= 5.6m,5.6m - 7.6m,7.6m - 12.5m,12.5m - 16.0m,>= 16.0m,16.0m - 24.0m,>= 24.0m,>=7.6m
Hydrovegen,17.03.2023,23:00,Totalt i retning Kulltangen,28,20,7,5,0,2,0,0,0,2
Hydrovegen,17.03.2023,23:00,Totalt,50,39,10,6,2,2,0,0,0,4
Hydrovegen,17.03.2023,0:00,1,12,9,3,0,3,0,0,0,0,3
Hydrovegen,17.03.2023,0:00,2,17,9,8,5,2,0,1,1,0,3
Hydrovegen,17.03.2023,0:00,Totalt i retning Herøya industripark,12,9,3,0,3,0,0,0,0,3
Hydrovegen,17.03.2023,0:00,Totalt i retning Kulltangen,17,9,8,5,2,0,1,1,0,3
Hydrovegen,17.03.2023,0:00,Totalt,29,18,11,5,5,0,1,1,0,6
Hydrovegen,18.03.2023,1:00,1,7,6,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,1:00,2,11,9,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,1:00,Totalt i retning Herøya industripark,7,6,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,1:00,Totalt i retning Kulltangen,11,9,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,1:00,Totalt,18,15,3,2,1,0,0,0,0,1
Hydrovegen,18.03.2023,2:00,1,11,11,0,0,0,0,0,0,0,0
Hydrovegen,18.03.2023,2:00,2,4,3,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,2:00,Totalt i retning Herøya industripark,11,11,0,0,0,0,0,0,0,0
Hydrovegen,18.03.2023,2:00,Totalt i retning Kulltangen,4,3,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,2:00,Totalt,15,14,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,3:00,1,2,0,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,3:00,2,3,2,1,0,1,0,0,0,0,1
Hydrovegen,18.03.2023,3:00,Totalt i retning Herøya industripark,2,0,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,3:00,Totalt i retning Kulltangen,3,2,1,0,1,0,0,0,0,1
Hydrovegen,18.03.2023,3:00,Totalt,5,2,3,1,2,0,0,0,0,2
Hydrovegen,18.03.2023,4:00,1,1,0,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,4:00,2,4,2,2,2,0,0,0,0,0,0
Hydrovegen,18.03.2023,4:00,Totalt i retning Herøya industripark,1,0,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,4:00,Totalt i retning Kulltangen,4,2,2,2,0,0,0,0,0,0
Hydrovegen,18.03.2023,4:00,Totalt,5,2,3,3,0,0,0,0,0,0
Hydrovegen,18.03.2023,5:00,1,1,0,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,5:00,2,1,0,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,5:00,Totalt i retning Herøya industripark,1,0,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,5:00,Totalt i retning Kulltangen,1,0,1,1,0,0,0,0,0,0
Hydrovegen,18.03.2023,5:00,Totalt,2,0,2,2,0,0,0,0,0,0
Hydrovegen,18.03.2023,6:00,1,21,19,2,2,0,0,0,0,0,0
Hydrovegen,18.03.2023,6:00,2,9,6,3,3,0,0,0,0,0,0
Hydrovegen,18.03.2023,6:00,Totalt i retning Herøya industripark,21,19,2,2,0,0,0,0,0,0
Hydrovegen,18.03.2023,6:00,Totalt i retning Kulltangen,9,6,3,3,0,0,0,0,0,0
Hydrovegen,18.03.2023,6:00,Totalt,30,25,5,5,0,0,0,0,0,0
Hydrovegen,18.03.2023,7:00,1,55,52,3,3,0,0,0,0,0,0
Hydrovegen,18.03.2023,7:00,2,54,43,11,11,0,0,0,0,0,0
Hydrovegen,18.03.2023,7:00,Totalt i retning Herøya industripark,55,52,3,3,0,0,0,0,0,0
Hydrovegen,18.03.2023,7:00,Totalt i retning Kulltangen,54,43,11,11,0,0,0,0,0,0
Hydrovegen,18.03.2023,7:00,Totalt,109,95,14,14,0,0,0,0,0,0
Hydrovegen,18.03.2023,8:00,1,28,24,4,1,2,1,0,0,0,3
Hydrovegen,18.03.2023,8:00,2,8,8,0,0,0,0,0,0,0,0
Hydrovegen,18.03.2023,8:00,Totalt i retning Herøya industripark,28,24,4,1,2,1,0,0,0,3
Hydrovegen,18.03.2023,8:00,Totalt i retning Kulltangen,8,8,0,0,0,0,0,0,0,0
Hydrovegen,18.03.2023,8:00,Totalt,36,32,4,1,2,1,0,0,0,3
Hydrovegen,18.03.2023,9:00,1,23,22,1,0,0,0,1,1,0,1
Hydrovegen,18.03.2023,9:00,2,18,12,6,2,2,2,0,0,0,4
Hydrovegen,18.03.2023,9:00,Totalt i retning Herøya industripark,23,22,1,0,0,0,1,1,0,1
Hydrovegen,18.03.2023,9:00,Totalt i retning Kulltangen,18,12,6,2,2,2,0,0,0,4
Hydrovegen,18.03.2023,9:00,Totalt,41,34,7,2,2,2,1,1,0,5
Hydrovegen,18.03.2023,10:00,1,30,22,8,3,2,2,1,1,0,5
Hydrovegen,18.03.2023,10:00,2,30,27,3,3,0,0,0,0,0,0
Hydrovegen,18.03.2023,10:00,Totalt i retning Herøya industripark,30,22,8,3,2,2,1,1,0,5
Hydrovegen,18.03.2023,10:00,Totalt i retning Kulltangen,30,27,3,3,0,0,0,0,0,0
Hydrovegen,18.03.2023,10:00,Totalt,60,49,11,6,2,2,1,1,0,5
Hydrovegen,18.03.2023,11:00,1,48,39,9,5,4,0,0,0,0,4
Hydrovegen,18.03.2023,11:00,2,47,29,15,10,1,2,2,2,0,5
Hydrovegen,18.03.2023,11:00,Totalt i retning Herøya industripark,48,39,9,5,4,0,0,0,0,4
Hydrovegen,18.03.2023,11:00,Totalt i retning Kulltangen,47,29,15,10,1,2,2,2,0,5
Hydrovegen,18.03.2023,11:00,Totalt,95,68,24,15,5,2,2,2,0,9
Hydrovegen,18.03.2023,12:00,1,74,62,12,7,3,1,1,1,0,5
Hydrovegen,18.03.2023,12:00,2,71,53,18,17,1,0,0,0,0,1
Hydrovegen,18.03.2023,12:00,Totalt i retning Herøya industripark,74,62,12,7,3,1,1,1,0,5
Hydrovegen,18.03.2023,12:00,Totalt i retning Kulltangen,71,53,18,17,1,0,0,0,0,1
Hydrovegen,18.03.2023,12:00,Totalt,145,115,30,24,4,1,1,1,0,6
Hydrovegen,18.03.2023,13:00,1,74,69,5,3,2,0,0,0,0,2
Hydrovegen,18.03.2023,13:00,2,71,52,16,14,1,0,1,1,0,2
Hydrovegen,18.03.2023,13:00,Totalt i retning Herøya industripark,74,69,5,3,2,0,0,0,0,2
Hydrovegen,18.03.2023,13:00,Totalt i retning Kulltangen,71,52,16,14,1,0,1,1,0,2
Hydrovegen,18.03.2023,13:00,Totalt,145,121,21,17,3,0,1,1,0,4
Hydrovegen,18.03.2023,14:00,1,72,69,3,1,2,0,0,0,0,2
Hydrovegen,18.03.2023,14:00,2,83,72,10,8,1,1,0,0,0,2
Hydrovegen,18.03.2023,14:00,Totalt i retning Herøya industripark,72,69,3,1,2,0,0,0,0,2
Hydrovegen,18.03.2023,14:00,Totalt i retning Kulltangen,83,72,10,8,1,1,0,0,0,2
Hydrovegen,18.03.2023,14:00,Totalt,155,141,13,9,3,1,0,0,0,4
Hydrovegen,18.03.2023,15:00,1,66,64,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,15:00,2,70,57,12,8,3,0,1,1,0,4
Hydrovegen,18.03.2023,15:00,Totalt i retning Herøya industripark,66,64,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,15:00,Totalt i retning Kulltangen,70,57,12,8,3,0,1,1,0,4
Hydrovegen,18.03.2023,15:00,Totalt,136,121,14,9,4,0,1,1,0,5
Hydrovegen,18.03.2023,16:00,1,82,77,5,2,2,0,1,1,0,3
Hydrovegen,18.03.2023,16:00,2,68,54,13,7,4,2,0,0,0,6
Hydrovegen,18.03.2023,16:00,Totalt i retning Herøya industripark,82,77,5,2,2,0,1,1,0,3
Hydrovegen,18.03.2023,16:00,Totalt i retning Kulltangen,68,54,13,7,4,2,0,0,0,6
Hydrovegen,18.03.2023,16:00,Totalt,150,131,18,9,6,2,1,1,0,9
Hydrovegen,18.03.2023,17:00,1,64,57,7,2,3,1,1,1,0,5
Hydrovegen,18.03.2023,17:00,2,56,43,11,9,2,0,0,0,0,2
Hydrovegen,18.03.2023,17:00,Totalt i retning Herøya industripark,64,57,7,2,3,1,1,1,0,5
Hydrovegen,18.03.2023,17:00,Totalt i retning Kulltangen,56,43,11,9,2,0,0,0,0,2
Hydrovegen,18.03.2023,17:00,Totalt,120,100,18,11,5,1,1,1,0,7
Hydrovegen,18.03.2023,18:00,1,68,63,5,2,3,0,0,0,0,3
Hydrovegen,18.03.2023,18:00,2,50,35,13,5,3,2,3,3,0,8
Hydrovegen,18.03.2023,18:00,Totalt i retning Herøya industripark,68,63,5,2,3,0,0,0,0,3
Hydrovegen,18.03.2023,18:00,Totalt i retning Kulltangen,50,35,13,5,3,2,3,3,0,8
Hydrovegen,18.03.2023,18:00,Totalt,118,98,18,7,6,2,3,3,0,11
Hydrovegen,18.03.2023,19:00,1,103,99,4,2,1,1,0,0,0,2
Hydrovegen,18.03.2023,19:00,2,86,76,9,7,2,0,0,0,0,2
Hydrovegen,18.03.2023,19:00,Totalt i retning Herøya industripark,103,99,4,2,1,1,0,0,0,2
Hydrovegen,18.03.2023,19:00,Totalt i retning Kulltangen,86,76,9,7,2,0,0,0,0,2
Hydrovegen,18.03.2023,19:00,Totalt,189,175,13,9,3,1,0,0,0,4
Hydrovegen,18.03.2023,20:00,1,26,22,4,1,2,1,0,0,0,3
Hydrovegen,18.03.2023,20:00,2,31,23,8,5,2,1,0,0,0,3
Hydrovegen,18.03.2023,20:00,Totalt i retning Herøya industripark,26,22,4,1,2,1,0,0,0,3
Hydrovegen,18.03.2023,20:00,Totalt i retning Kulltangen,31,23,8,5,2,1,0,0,0,3
Hydrovegen,18.03.2023,20:00,Totalt,57,45,12,6,4,2,0,0,0,6
Hydrovegen,18.03.2023,21:00,1,21,18,3,1,1,0,1,1,0,2
Hydrovegen,18.03.2023,21:00,2,14,9,5,4,1,0,0,0,0,1
Hydrovegen,18.03.2023,21:00,Totalt i retning Herøya industripark,21,18,3,1,1,0,1,1,0,2
Hydrovegen,18.03.2023,21:00,Totalt i retning Kulltangen,14,9,5,4,1,0,0,0,0,1
Hydrovegen,18.03.2023,21:00,Totalt,35,27,8,5,2,0,1,1,0,3
Hydrovegen,18.03.2023,22:00,1,26,24,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,22:00,2,17,11,6,4,1,1,0,0,0,2
Hydrovegen,18.03.2023,22:00,Totalt i retning Herøya industripark,26,24,2,1,1,0,0,0,0,1
Hydrovegen,18.03.2023,22:00,Totalt i retning Kulltangen,17,11,6,4,1,1,0,0,0,2
Hydrovegen,18.03.2023,22:00,Totalt,43,35,8,5,2,1,0,0,0,3
Hydrovegen,18.03.2023,23:00,1,17,13,4,3,1,0,0,0,0,1
Hydrovegen,18.03.2023,23:00,2,19,17,2,2,0,0,0,0,0,0
Hydrovegen,18.03.2023,23:00,Totalt i retning Herøya industripark,17,13,4,3,1,0,0,0,0,1
Hydrovegen,18.03.2023,23:00,Totalt i retning Kulltangen,19,17,2,2,0,0,0,0,0,0
Hydrovegen,18.03.2023,23:00,Totalt,36,30,6,5,1,0,0,0,0,1
Hydrovegen,18.03.2023,0:00,1,15,15,0,0,0,0,0,0,0,0
Hydrovegen,18.03.2023,0:00,2,13,12,1,0,0,1,0,0,0,1
Hydrovegen,18.03.2023,0:00,Totalt i retning Herøya industripark,15,15,0,0,0,0,0,0,0,0
Hydrovegen,18.03.2023,0:00,Totalt i retning Kulltangen,13,12,1,0,0,1,0,0,0,1
Hydrovegen,18.03.2023,0:00,Totalt,28,27,1,0,0,1,0,0,0,1
Hydrovegen,19.03.2023,1:00,1,9,9,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,1:00,2,11,9,2,1,1,0,0,0,0,1
Hydrovegen,19.03.2023,1:00,Totalt i retning Herøya industripark,9,9,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,1:00,Totalt i retning Kulltangen,11,9,2,1,1,0,0,0,0,1
Hydrovegen,19.03.2023,1:00,Totalt,20,18,2,1,1,0,0,0,0,1
Hydrovegen,19.03.2023,2:00,1,7,6,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,2:00,2,8,5,3,1,2,0,0,0,0,2
Hydrovegen,19.03.2023,2:00,Totalt i retning Herøya industripark,7,6,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,2:00,Totalt i retning Kulltangen,8,5,3,1,2,0,0,0,0,2
Hydrovegen,19.03.2023,2:00,Totalt,15,11,4,2,2,0,0,0,0,2
Hydrovegen,19.03.2023,3:00,1,4,4,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,3:00,2,4,3,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,3:00,Totalt i retning Herøya industripark,4,4,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,3:00,Totalt i retning Kulltangen,4,3,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,3:00,Totalt,8,7,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,4:00,1,1,1,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,4:00,2,2,1,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,4:00,Totalt i retning Herøya industripark,1,1,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,4:00,Totalt i retning Kulltangen,2,1,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,4:00,Totalt,3,2,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,5:00,1,1,0,1,0,1,0,0,0,0,1
Hydrovegen,19.03.2023,5:00,2,1,0,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,5:00,Totalt i retning Herøya industripark,1,0,1,0,1,0,0,0,0,1
Hydrovegen,19.03.2023,5:00,Totalt i retning Kulltangen,1,0,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,5:00,Totalt,2,0,2,1,1,0,0,0,0,1
Hydrovegen,19.03.2023,6:00,1,23,22,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,6:00,2,8,5,2,2,0,0,0,0,0,0
Hydrovegen,19.03.2023,6:00,Totalt i retning Herøya industripark,23,22,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,6:00,Totalt i retning Kulltangen,8,5,2,2,0,0,0,0,0,0
Hydrovegen,19.03.2023,6:00,Totalt,31,27,3,3,0,0,0,0,0,0
Hydrovegen,19.03.2023,7:00,1,59,58,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,7:00,2,53,44,8,7,1,0,0,0,0,1
Hydrovegen,19.03.2023,7:00,Totalt i retning Herøya industripark,59,58,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,7:00,Totalt i retning Kulltangen,53,44,8,7,1,0,0,0,0,1
Hydrovegen,19.03.2023,7:00,Totalt,112,102,9,8,1,0,0,0,0,1
Hydrovegen,19.03.2023,8:00,1,41,39,2,1,1,0,0,0,0,1
Hydrovegen,19.03.2023,8:00,2,20,17,3,2,0,0,1,1,0,1
Hydrovegen,19.03.2023,8:00,Totalt i retning Herøya industripark,41,39,2,1,1,0,0,0,0,1
Hydrovegen,19.03.2023,8:00,Totalt i retning Kulltangen,20,17,3,2,0,0,1,1,0,1
Hydrovegen,19.03.2023,8:00,Totalt,61,56,5,3,1,0,1,1,0,2
Hydrovegen,19.03.2023,9:00,1,18,11,7,7,0,0,0,0,0,0
Hydrovegen,19.03.2023,9:00,2,11,10,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,9:00,Totalt i retning Herøya industripark,18,11,7,7,0,0,0,0,0,0
Hydrovegen,19.03.2023,9:00,Totalt i retning Kulltangen,11,10,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,9:00,Totalt,29,21,8,8,0,0,0,0,0,0
Hydrovegen,19.03.2023,10:00,1,24,20,4,0,3,0,1,1,0,4
Hydrovegen,19.03.2023,10:00,2,14,9,5,3,2,0,0,0,0,2
Hydrovegen,19.03.2023,10:00,Totalt i retning Herøya industripark,24,20,4,0,3,0,1,1,0,4
Hydrovegen,19.03.2023,10:00,Totalt i retning Kulltangen,14,9,5,3,2,0,0,0,0,2
Hydrovegen,19.03.2023,10:00,Totalt,38,29,9,3,5,0,1,1,0,6
Hydrovegen,19.03.2023,11:00,1,24,18,6,3,2,1,0,0,0,3
Hydrovegen,19.03.2023,11:00,2,20,16,4,3,0,0,1,1,0,1
Hydrovegen,19.03.2023,11:00,Totalt i retning Herøya industripark,24,18,6,3,2,1,0,0,0,3
Hydrovegen,19.03.2023,11:00,Totalt i retning Kulltangen,20,16,4,3,0,0,1,1,0,1
Hydrovegen,19.03.2023,11:00,Totalt,44,34,10,6,2,1,1,1,0,4
Hydrovegen,19.03.2023,12:00,1,45,39,6,4,0,1,1,1,0,2
Hydrovegen,19.03.2023,12:00,2,33,29,4,3,0,0,1,1,0,1
Hydrovegen,19.03.2023,12:00,Totalt i retning Herøya industripark,45,39,6,4,0,1,1,1,0,2
Hydrovegen,19.03.2023,12:00,Totalt i retning Kulltangen,33,29,4,3,0,0,1,1,0,1
Hydrovegen,19.03.2023,12:00,Totalt,78,68,10,7,0,1,2,2,0,3
Hydrovegen,19.03.2023,13:00,1,40,39,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,13:00,2,39,29,10,5,3,1,1,1,0,5
Hydrovegen,19.03.2023,13:00,Totalt i retning Herøya industripark,40,39,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,13:00,Totalt i retning Kulltangen,39,29,10,5,3,1,1,1,0,5
Hydrovegen,19.03.2023,13:00,Totalt,79,68,11,6,3,1,1,1,0,5
Hydrovegen,19.03.2023,14:00,1,51,48,3,3,0,0,0,0,0,0
Hydrovegen,19.03.2023,14:00,2,49,37,11,10,0,0,1,1,0,1
Hydrovegen,19.03.2023,14:00,Totalt i retning Herøya industripark,51,48,3,3,0,0,0,0,0,0
Hydrovegen,19.03.2023,14:00,Totalt i retning Kulltangen,49,37,11,10,0,0,1,1,0,1
Hydrovegen,19.03.2023,14:00,Totalt,100,85,14,13,0,0,1,1,0,1
Hydrovegen,19.03.2023,15:00,1,55,46,9,4,4,1,0,0,0,5
Hydrovegen,19.03.2023,15:00,2,45,39,5,3,2,0,0,0,0,2
Hydrovegen,19.03.2023,15:00,Totalt i retning Herøya industripark,55,46,9,4,4,1,0,0,0,5
Hydrovegen,19.03.2023,15:00,Totalt i retning Kulltangen,45,39,5,3,2,0,0,0,0,2
Hydrovegen,19.03.2023,15:00,Totalt,100,85,14,7,6,1,0,0,0,7
Hydrovegen,19.03.2023,16:00,1,66,61,5,2,1,1,1,1,0,3
Hydrovegen,19.03.2023,16:00,2,53,39,13,13,0,0,0,0,0,0
Hydrovegen,19.03.2023,16:00,Totalt i retning Herøya industripark,66,61,5,2,1,1,1,1,0,3
Hydrovegen,19.03.2023,16:00,Totalt i retning Kulltangen,53,39,13,13,0,0,0,0,0,0
Hydrovegen,19.03.2023,16:00,Totalt,119,100,18,15,1,1,1,1,0,3
Hydrovegen,19.03.2023,17:00,1,46,42,4,2,1,1,0,0,0,2
Hydrovegen,19.03.2023,17:00,2,36,28,8,6,2,0,0,0,0,2
Hydrovegen,19.03.2023,17:00,Totalt i retning Herøya industripark,46,42,4,2,1,1,0,0,0,2
Hydrovegen,19.03.2023,17:00,Totalt i retning Kulltangen,36,28,8,6,2,0,0,0,0,2
Hydrovegen,19.03.2023,17:00,Totalt,82,70,12,8,3,1,0,0,0,4
Hydrovegen,19.03.2023,18:00,1,49,46,3,1,2,0,0,0,0,2
Hydrovegen,19.03.2023,18:00,2,56,42,13,7,1,1,4,4,0,6
Hydrovegen,19.03.2023,18:00,Totalt i retning Herøya industripark,49,46,3,1,2,0,0,0,0,2
Hydrovegen,19.03.2023,18:00,Totalt i retning Kulltangen,56,42,13,7,1,1,4,4,0,6
Hydrovegen,19.03.2023,18:00,Totalt,105,88,16,8,3,1,4,4,0,8
Hydrovegen,19.03.2023,19:00,1,88,85,3,3,0,0,0,0,0,0
Hydrovegen,19.03.2023,19:00,2,70,63,7,5,0,0,2,1,1,2
Hydrovegen,19.03.2023,19:00,Totalt i retning Herøya industripark,88,85,3,3,0,0,0,0,0,0
Hydrovegen,19.03.2023,19:00,Totalt i retning Kulltangen,70,63,7,5,0,0,2,1,1,2
Hydrovegen,19.03.2023,19:00,Totalt,158,148,10,8,0,0,2,1,1,2
Hydrovegen,19.03.2023,20:00,1,46,42,4,2,1,0,1,1,0,2
Hydrovegen,19.03.2023,20:00,2,61,48,12,10,1,0,1,1,0,2
Hydrovegen,19.03.2023,20:00,Totalt i retning Herøya industripark,46,42,4,2,1,0,1,1,0,2
Hydrovegen,19.03.2023,20:00,Totalt i retning Kulltangen,61,48,12,10,1,0,1,1,0,2
Hydrovegen,19.03.2023,20:00,Totalt,107,90,16,12,2,0,2,2,0,4
Hydrovegen,19.03.2023,21:00,1,38,33,5,3,1,1,0,0,0,2
Hydrovegen,19.03.2023,21:00,2,29,19,9,6,3,0,0,0,0,3
Hydrovegen,19.03.2023,21:00,Totalt i retning Herøya industripark,38,33,5,3,1,1,0,0,0,2
Hydrovegen,19.03.2023,21:00,Totalt i retning Kulltangen,29,19,9,6,3,0,0,0,0,3
Hydrovegen,19.03.2023,21:00,Totalt,67,52,14,9,4,1,0,0,0,5
Hydrovegen,19.03.2023,22:00,1,29,29,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,22:00,2,31,25,5,5,0,0,0,0,0,0
Hydrovegen,19.03.2023,22:00,Totalt i retning Herøya industripark,29,29,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,22:00,Totalt i retning Kulltangen,31,25,5,5,0,0,0,0,0,0
Hydrovegen,19.03.2023,22:00,Totalt,60,54,5,5,0,0,0,0,0,0
Hydrovegen,19.03.2023,23:00,1,11,10,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,23:00,2,17,12,4,4,0,0,0,0,0,0
Hydrovegen,19.03.2023,23:00,Totalt i retning Herøya industripark,11,10,1,1,0,0,0,0,0,0
Hydrovegen,19.03.2023,23:00,Totalt i retning Kulltangen,17,12,4,4,0,0,0,0,0,0
Hydrovegen,19.03.2023,23:00,Totalt,28,22,5,5,0,0,0,0,0,0
Hydrovegen,19.03.2023,0:00,1,7,4,3,0,0,0,3,3,0,3
Hydrovegen,19.03.2023,0:00,2,9,9,0,0,0,0,0,0,0,0
Hydrovegen,19.03.2023,0:00,Totalt i retning Herøya industripark,7,4,3,0,0,0,3,3,0,3
